joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 2, measured_angle: -0.068977, target_angle: -0.070022, newest_measurement_index: 6257, sent_torque: -0.019173, measured_torque: 0.018161
joint id: 3, measured_angle: 0.027215, target_angle: 0.055443, newest_measurement_index: 6273, sent_torque: 0.078618, measured_torque: 0.083407
joint id: 4, measured_angle: 0.017381, target_angle: 0.056245, newest_measurement_index: 6350, sent_torque: 0.109801, measured_torque: 0.103888
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6350, sent_torque: -0.046313, measured_torque: -0.050412
joint id: 6, measured_angle: 0.058025, target_angle: 0.074726, newest_measurement_index: 5963, sent_torque: 0.097430, measured_torque: 0.099000
joint id: 7, measured_angle: 0.044600, target_angle: 0.067457, newest_measurement_index: 6028, sent_torque: 0.134448, measured_torque: 0.130964
joint id: 8, measured_angle: -0.005529, target_angle: -0.039979, newest_measurement_index: 6028, sent_torque: -0.101966, measured_torque: -0.098734
joint id: 0, measured_angle: 0.036161, target_angle: 0.090354, newest_measurement_index: 6224, sent_torque: 0.152104, measured_torque: 0.137762
joint id: 1, measured_angle: -0.006226, target_angle: 0.045142, newest_measurement_index: 6259, sent_torque: 0.153055, measured_torque: 0.131924
joint id: 2, measured_angle: -0.066153, target_angle: -0.070322, newest_measurement_index: 6259, sent_torque: -0.024048, measured_torque: 0.030717
joint id: 3, measured_angle: 0.027738, target_angle: 0.055743, newest_measurement_index: 6274, sent_torque: 0.076872, measured_torque: 0.082243
joint id: 4, measured_angle: 0.017974, target_angle: 0.056545, newest_measurement_index: 6351, sent_torque: 0.108785, measured_torque: 0.108852
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6351, sent_torque: -0.046313, measured_torque: -0.042711
joint id: 6, measured_angle: 0.058060, target_angle: 0.075026, newest_measurement_index: 5964, sent_torque: 0.098605, measured_torque: 0.103800
joint id: 7, measured_angle: 0.045053, target_angle: 0.067757, newest_measurement_index: 6029, sent_torque: 0.130645, measured_torque: 0.134417
joint id: 8, measured_angle: -0.005529, target_angle: -0.040279, newest_measurement_index: 6029, sent_torque: -0.103051, measured_torque: -0.106221
joint id: 0, measured_angle: 0.037626, target_angle: 0.090654, newest_measurement_index: 6226, sent_torque: 0.150205, measured_torque: 0.143285
joint id: 1, measured_angle: -0.006226, target_angle: 0.045442, newest_measurement_index: 6259, sent_torque: 0.153759, measured_torque: 0.131924
joint id: 2, measured_angle: -0.066153, target_angle: -0.070622, newest_measurement_index: 6259, sent_torque: -0.034632, measured_torque: 0.030717
joint id: 3, measured_angle: 0.028261, target_angle: 0.056043, newest_measurement_index: 6275, sent_torque: 0.076023, measured_torque: 0.079053
joint id: 4, measured_angle: 0.018532, target_angle: 0.056845, newest_measurement_index: 6352, sent_torque: 0.106712, measured_torque: 0.110941
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6352, sent_torque: -0.046313, measured_torque: -0.047466
joint id: 6, measured_angle: 0.058095, target_angle: 0.075326, newest_measurement_index: 5965, sent_torque: 0.101506, measured_torque: 0.103800
joint id: 7, measured_angle: 0.045053, target_angle: 0.068057, newest_measurement_index: 6029, sent_torque: 0.129725, measured_torque: 0.134417
joint id: 8, measured_angle: -0.005529, target_angle: -0.040579, newest_measurement_index: 6029, sent_torque: -0.103951, measured_torque: -0.106221
joint id: 0, measured_angle: 0.037626, target_angle: 0.090954, newest_measurement_index: 6226, sent_torque: 0.149170, measured_torque: 0.143285
joint id: 1, measured_angle: -0.006226, target_angle: 0.045742, newest_measurement_index: 6260, sent_torque: 0.154526, measured_torque: 0.151569
joint id: 2, measured_angle: -0.064654, target_angle: -0.070922, newest_measurement_index: 6260, sent_torque: -0.035805, measured_torque: 0.041126
joint id: 3, measured_angle: 0.028680, target_angle: 0.056343, newest_measurement_index: 6276, sent_torque: 0.076028, measured_torque: 0.075723
joint id: 4, measured_angle: 0.019055, target_angle: 0.057145, newest_measurement_index: 6353, sent_torque: 0.107048, measured_torque: 0.109644
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6353, sent_torque: -0.046313, measured_torque: -0.041301
joint id: 6, measured_angle: 0.058095, target_angle: 0.075626, newest_measurement_index: 5966, sent_torque: 0.103210, measured_torque: 0.089424
joint id: 7, measured_angle: 0.045681, target_angle: 0.068357, newest_measurement_index: 6030, sent_torque: 0.130834, measured_torque: 0.123682
joint id: 8, measured_angle: -0.005563, target_angle: -0.040879, newest_measurement_index: 6030, sent_torque: -0.105137, measured_torque: -0.106220
joint id: 0, measured_angle: 0.038218, target_angle: 0.091254, newest_measurement_index: 6227, sent_torque: 0.150070, measured_torque: 0.149062
joint id: 1, measured_angle: -0.006226, target_angle: 0.046042, newest_measurement_index: 6260, sent_torque: 0.155888, measured_torque: 0.151569
joint id: 2, measured_angle: -0.061515, target_angle: -0.071222, newest_measurement_index: 6261, sent_torque: -0.041981, measured_torque: 0.034640
joint id: 3, measured_angle: 0.028959, target_angle: 0.056643, newest_measurement_index: 6277, sent_torque: 0.076827, measured_torque: 0.081581
joint id: 4, measured_angle: 0.019474, target_angle: 0.057445, newest_measurement_index: 6354, sent_torque: 0.106884, measured_torque: 0.109771
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6354, sent_torque: -0.046313, measured_torque: -0.046581
joint id: 6, measured_angle: 0.058060, target_angle: 0.075926, newest_measurement_index: 5967, sent_torque: 0.105184, measured_torque: 0.108516
joint id: 7, measured_angle: 0.047285, target_angle: 0.068657, newest_measurement_index: 6032, sent_torque: 0.126833, measured_torque: 0.129276
joint id: 8, measured_angle: -0.005563, target_angle: -0.041179, newest_measurement_index: 6032, sent_torque: -0.104794, measured_torque: -0.103651
joint id: 0, measured_angle: 0.039125, target_angle: 0.091554, newest_measurement_index: 6229, sent_torque: 0.150564, measured_torque: 0.141880
joint id: 1, measured_angle: -0.006191, target_angle: 0.046342, newest_measurement_index: 6261, sent_torque: 0.156788, measured_torque: 0.132601
joint id: 2, measured_angle: -0.061515, target_angle: -0.071522, newest_measurement_index: 6261, sent_torque: -0.053778, measured_torque: 0.034640
joint id: 3, measured_angle: 0.029133, target_angle: 0.056943, newest_measurement_index: 6278, sent_torque: 0.079004, measured_torque: 0.092328
joint id: 4, measured_angle: 0.019788, target_angle: 0.057745, newest_measurement_index: 6355, sent_torque: 0.107935, measured_torque: 0.117021
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6355, sent_torque: -0.046313, measured_torque: -0.044111
joint id: 6, measured_angle: 0.058025, target_angle: 0.076226, newest_measurement_index: 5968, sent_torque: 0.108480, measured_torque: 0.095304
joint id: 7, measured_angle: 0.047285, target_angle: 0.068957, newest_measurement_index: 6032, sent_torque: 0.116798, measured_torque: 0.129276
joint id: 8, measured_angle: -0.005563, target_angle: -0.041479, newest_measurement_index: 6032, sent_torque: -0.106792, measured_torque: -0.103651
joint id: 0, measured_angle: 0.039125, target_angle: 0.091854, newest_measurement_index: 6229, sent_torque: 0.150697, measured_torque: 0.141880
joint id: 1, measured_angle: -0.006191, target_angle: 0.046642, newest_measurement_index: 6262, sent_torque: 0.157594, measured_torque: 0.141492
joint id: 2, measured_angle: -0.059841, target_angle: -0.071822, newest_measurement_index: 6262, sent_torque: -0.054678, measured_torque: 0.040154
joint id: 3, measured_angle: 0.029203, target_angle: 0.057243, newest_measurement_index: 6279, sent_torque: 0.081461, measured_torque: 0.088854
joint id: 4, measured_angle: 0.020032, target_angle: 0.058045, newest_measurement_index: 6356, sent_torque: 0.109363, measured_torque: 0.112126
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6356, sent_torque: -0.046313, measured_torque: -0.046441
joint id: 6, measured_angle: 0.057990, target_angle: 0.076526, newest_measurement_index: 5969, sent_torque: 0.109720, measured_torque: 0.111057
joint id: 7, measured_angle: 0.049412, target_angle: 0.069257, newest_measurement_index: 6034, sent_torque: 0.116780, measured_torque: 0.128749
joint id: 8, measured_angle: -0.005633, target_angle: -0.041779, newest_measurement_index: 6034, sent_torque: -0.107745, measured_torque: -0.102876
joint id: 0, measured_angle: 0.039474, target_angle: 0.092154, newest_measurement_index: 6230, sent_torque: 0.151597, measured_torque: 0.144129
joint id: 1, measured_angle: -0.006191, target_angle: 0.046942, newest_measurement_index: 6263, sent_torque: 0.158500, measured_torque: 0.137063
joint id: 2, measured_angle: -0.056215, target_angle: -0.072122, newest_measurement_index: 6263, sent_torque: -0.063557, measured_torque: 0.036840
joint id: 3, measured_angle: 0.029133, target_angle: 0.057543, newest_measurement_index: 6280, sent_torque: 0.083312, measured_torque: 0.082855
joint id: 4, measured_angle: 0.020171, target_angle: 0.058345, newest_measurement_index: 6357, sent_torque: 0.111043, measured_torque: 0.104686
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6357, sent_torque: -0.046099, measured_torque: -0.046640
joint id: 6, measured_angle: 0.057955, target_angle: 0.076826, newest_measurement_index: 5970, sent_torque: 0.111474, measured_torque: 0.108777
joint id: 7, measured_angle: 0.049412, target_angle: 0.069557, newest_measurement_index: 6034, sent_torque: 0.102685, measured_torque: 0.128749
joint id: 8, measured_angle: -0.005633, target_angle: -0.042079, newest_measurement_index: 6034, sent_torque: -0.108133, measured_torque: -0.102876
joint id: 0, measured_angle: 0.039753, target_angle: 0.092454, newest_measurement_index: 6231, sent_torque: 0.152789, measured_torque: 0.136768
joint id: 1, measured_angle: -0.006226, target_angle: 0.047242, newest_measurement_index: 6264, sent_torque: 0.159400, measured_torque: 0.128536
joint id: 2, measured_angle: -0.054297, target_angle: -0.072422, newest_measurement_index: 6264, sent_torque: -0.076218, measured_torque: 0.040603
joint id: 3, measured_angle: 0.028994, target_angle: 0.057843, newest_measurement_index: 6281, sent_torque: 0.086416, measured_torque: 0.082799
joint id: 4, measured_angle: 0.020241, target_angle: 0.058645, newest_measurement_index: 6358, sent_torque: 0.112621, measured_torque: 0.113719
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6358, sent_torque: -0.046203, measured_torque: -0.039814
joint id: 6, measured_angle: 0.057955, target_angle: 0.077126, newest_measurement_index: 5971, sent_torque: 0.113358, measured_torque: 0.115818
joint id: 7, measured_angle: 0.051365, target_angle: 0.069857, newest_measurement_index: 6036, sent_torque: 0.104485, measured_torque: 0.098540
joint id: 8, measured_angle: -0.005808, target_angle: -0.042379, newest_measurement_index: 6036, sent_torque: -0.109033, measured_torque: -0.109115
joint id: 0, measured_angle: 0.040311, target_angle: 0.092754, newest_measurement_index: 6233, sent_torque: 0.154391, measured_torque: 0.144833
joint id: 1, measured_angle: -0.006226, target_angle: 0.047542, newest_measurement_index: 6264, sent_torque: 0.160643, measured_torque: 0.128536
joint id: 2, measured_angle: -0.054297, target_angle: -0.072722, newest_measurement_index: 6264, sent_torque: -0.083740, measured_torque: 0.040603
joint id: 3, measured_angle: 0.028784, target_angle: 0.058143, newest_measurement_index: 6282, sent_torque: 0.089063, measured_torque: 0.088913
joint id: 4, measured_angle: 0.020346, target_angle: 0.058945, newest_measurement_index: 6359, sent_torque: 0.114218, measured_torque: 0.117198
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6359, sent_torque: -0.045994, measured_torque: -0.045635
joint id: 6, measured_angle: 0.057955, target_angle: 0.077426, newest_measurement_index: 5972, sent_torque: 0.115032, measured_torque: 0.108445
joint id: 7, measured_angle: 0.052027, target_angle: 0.070157, newest_measurement_index: 6037, sent_torque: 0.095466, measured_torque: 0.115182
joint id: 8, measured_angle: -0.005912, target_angle: -0.042679, newest_measurement_index: 6037, sent_torque: -0.108394, measured_torque: -0.104481
joint id: 0, measured_angle: 0.040311, target_angle: 0.093054, newest_measurement_index: 6233, sent_torque: 0.153304, measured_torque: 0.144833
joint id: 1, measured_angle: -0.006261, target_angle: 0.047842, newest_measurement_index: 6265, sent_torque: 0.161543, measured_torque: 0.139883
joint id: 2, measured_angle: -0.052344, target_angle: -0.073022, newest_measurement_index: 6265, sent_torque: -0.084640, measured_torque: 0.046906
joint id: 3, measured_angle: 0.028610, target_angle: 0.058443, newest_measurement_index: 6283, sent_torque: 0.090882, measured_torque: 0.090134
joint id: 4, measured_angle: 0.020450, target_angle: 0.059245, newest_measurement_index: 6360, sent_torque: 0.114428, measured_torque: 0.120760
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6360, sent_torque: -0.046098, measured_torque: -0.042006
joint id: 6, measured_angle: 0.058025, target_angle: 0.077726, newest_measurement_index: 5974, sent_torque: 0.116827, measured_torque: 0.108561
joint id: 7, measured_angle: 0.052446, target_angle: 0.070457, newest_measurement_index: 6038, sent_torque: 0.099476, measured_torque: 0.116325
joint id: 8, measured_angle: -0.006086, target_angle: -0.042979, newest_measurement_index: 6038, sent_torque: -0.108394, measured_torque: -0.100975
joint id: 0, measured_angle: 0.040624, target_angle: 0.093354, newest_measurement_index: 6234, sent_torque: 0.154204, measured_torque: 0.146846
joint id: 1, measured_angle: -0.006296, target_angle: 0.048142, newest_measurement_index: 6266, sent_torque: 0.162371, measured_torque: 0.137742
joint id: 2, measured_angle: -0.048229, target_angle: -0.073322, newest_measurement_index: 6266, sent_torque: -0.093949, measured_torque: 0.044729
joint id: 3, measured_angle: 0.028436, target_angle: 0.058743, newest_measurement_index: 6284, sent_torque: 0.092157, measured_torque: 0.086417
joint id: 4, measured_angle: 0.020590, target_angle: 0.059545, newest_measurement_index: 6361, sent_torque: 0.114662, measured_torque: 0.110290
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6361, sent_torque: -0.046103, measured_torque: -0.046453
joint id: 6, measured_angle: 0.058025, target_angle: 0.078026, newest_measurement_index: 5974, sent_torque: 0.118209, measured_torque: 0.108561
joint id: 7, measured_angle: 0.052446, target_angle: 0.070757, newest_measurement_index: 6038, sent_torque: 0.102303, measured_torque: 0.116325
joint id: 8, measured_angle: -0.006086, target_angle: -0.043279, newest_measurement_index: 6038, sent_torque: -0.108346, measured_torque: -0.100975
joint id: 0, measured_angle: 0.040973, target_angle: 0.093654, newest_measurement_index: 6235, sent_torque: 0.153165, measured_torque: 0.143925
joint id: 1, measured_angle: -0.006296, target_angle: 0.048442, newest_measurement_index: 6266, sent_torque: 0.163437, measured_torque: 0.137742
joint id: 2, measured_angle: -0.048229, target_angle: -0.073622, newest_measurement_index: 6266, sent_torque: -0.107932, measured_torque: 0.044729
joint id: 3, measured_angle: 0.028366, target_angle: 0.059043, newest_measurement_index: 6285, sent_torque: 0.093005, measured_torque: 0.087739
joint id: 4, measured_angle: 0.020834, target_angle: 0.059845, newest_measurement_index: 6362, sent_torque: 0.114332, measured_torque: 0.106464
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6362, sent_torque: -0.047361, measured_torque: -0.048606
joint id: 6, measured_angle: 0.058130, target_angle: 0.078326, newest_measurement_index: 5975, sent_torque: 0.118924, measured_torque: 0.107398
joint id: 7, measured_angle: 0.052515, target_angle: 0.071057, newest_measurement_index: 6040, sent_torque: 0.104103, measured_torque: 0.112649
joint id: 8, measured_angle: -0.006575, target_angle: -0.043579, newest_measurement_index: 6040, sent_torque: -0.109246, measured_torque: -0.105062
joint id: 0, measured_angle: 0.042019, target_angle: 0.093954, newest_measurement_index: 6237, sent_torque: 0.152818, measured_torque: 0.146639
joint id: 1, measured_angle: -0.006400, target_angle: 0.048742, newest_measurement_index: 6268, sent_torque: 0.164337, measured_torque: 0.139971
joint id: 2, measured_angle: -0.043766, target_angle: -0.073922, newest_measurement_index: 6268, sent_torque: -0.108832, measured_torque: 0.054213
joint id: 3, measured_angle: 0.028366, target_angle: 0.059343, newest_measurement_index: 6286, sent_torque: 0.093224, measured_torque: 0.092940
joint id: 4, measured_angle: 0.021113, target_angle: 0.060145, newest_measurement_index: 6363, sent_torque: 0.113302, measured_torque: 0.114845
joint id: 5, measured_angle: -0.000593, target_angle: -0.016065, newest_measurement_index: 6363, sent_torque: -0.046957, measured_torque: -0.045287
joint id: 6, measured_angle: 0.058234, target_angle: 0.078626, newest_measurement_index: 5976, sent_torque: 0.119573, measured_torque: 0.107398
joint id: 7, measured_angle: 0.052515, target_angle: 0.071357, newest_measurement_index: 6040, sent_torque: 0.112496, measured_torque: 0.112649
joint id: 8, measured_angle: -0.006575, target_angle: -0.043879, newest_measurement_index: 6040, sent_torque: -0.106588, measured_torque: -0.105062
joint id: 0, measured_angle: 0.042019, target_angle: 0.094254, newest_measurement_index: 6237, sent_torque: 0.146877, measured_torque: 0.146639
joint id: 1, measured_angle: -0.006470, target_angle: 0.049042, newest_measurement_index: 6269, sent_torque: 0.166799, measured_torque: 0.137655
joint id: 2, measured_angle: -0.041430, target_angle: -0.074222, newest_measurement_index: 6269, sent_torque: -0.124215, measured_torque: 0.052446
joint id: 3, measured_angle: 0.028470, target_angle: 0.059643, newest_measurement_index: 6287, sent_torque: 0.092972, measured_torque: 0.092519
joint id: 4, measured_angle: 0.021461, target_angle: 0.060445, newest_measurement_index: 6364, sent_torque: 0.112920, measured_torque: 0.105162
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6364, sent_torque: -0.046869, measured_torque: -0.051016
joint id: 6, measured_angle: 0.058374, target_angle: 0.078926, newest_measurement_index: 5977, sent_torque: 0.120623, measured_torque: 0.120520
joint id: 7, measured_angle: 0.052271, target_angle: 0.071657, newest_measurement_index: 6041, sent_torque: 0.114296, measured_torque: 0.112397
joint id: 8, measured_angle: -0.006889, target_angle: -0.044179, newest_measurement_index: 6041, sent_torque: -0.107488, measured_torque: -0.113416
joint id: 0, measured_angle: 0.042752, target_angle: 0.094554, newest_measurement_index: 6238, sent_torque: 0.147777, measured_torque: 0.135306
joint id: 1, measured_angle: -0.006540, target_angle: 0.049342, newest_measurement_index: 6270, sent_torque: 0.167330, measured_torque: 0.143034
joint id: 2, measured_angle: -0.038989, target_angle: -0.074522, newest_measurement_index: 6270, sent_torque: -0.134608, measured_torque: 0.044195
joint id: 3, measured_angle: 0.028645, target_angle: 0.059943, newest_measurement_index: 6288, sent_torque: 0.091523, measured_torque: 0.081521
joint id: 4, measured_angle: 0.021810, target_angle: 0.060745, newest_measurement_index: 6365, sent_torque: 0.111756, measured_torque: 0.111443
joint id: 5, measured_angle: -0.000523, target_angle: -0.016065, newest_measurement_index: 6365, sent_torque: -0.046758, measured_torque: -0.046195
joint id: 6, measured_angle: 0.058548, target_angle: 0.079226, newest_measurement_index: 5978, sent_torque: 0.121316, measured_torque: 0.123350
joint id: 7, measured_angle: 0.051713, target_angle: 0.071957, newest_measurement_index: 6043, sent_torque: 0.120003, measured_torque: 0.115910
joint id: 8, measured_angle: -0.007760, target_angle: -0.044479, newest_measurement_index: 6043, sent_torque: -0.106508, measured_torque: -0.102392
joint id: 0, measured_angle: 0.044635, target_angle: 0.094854, newest_measurement_index: 6240, sent_torque: 0.144251, measured_torque: 0.144952
joint id: 1, measured_angle: -0.006540, target_angle: 0.049642, newest_measurement_index: 6270, sent_torque: 0.168758, measured_torque: 0.143034
joint id: 2, measured_angle: -0.038989, target_angle: -0.074822, newest_measurement_index: 6270, sent_torque: -0.144258, measured_torque: 0.044195
joint id: 3, measured_angle: 0.028889, target_angle: 0.060243, newest_measurement_index: 6289, sent_torque: 0.091157, measured_torque: 0.094846
joint id: 4, measured_angle: 0.022159, target_angle: 0.061045, newest_measurement_index: 6366, sent_torque: 0.111575, measured_torque: 0.102416
joint id: 5, measured_angle: -0.000488, target_angle: -0.016065, newest_measurement_index: 6367, sent_torque: -0.046791, measured_torque: -0.042556
joint id: 6, measured_angle: 0.058722, target_angle: 0.079526, newest_measurement_index: 5979, sent_torque: 0.121477, measured_torque: 0.127751
joint id: 7, measured_angle: 0.051504, target_angle: 0.072257, newest_measurement_index: 6044, sent_torque: 0.125724, measured_torque: 0.107814
joint id: 8, measured_angle: -0.008318, target_angle: -0.044779, newest_measurement_index: 6044, sent_torque: -0.103964, measured_torque: -0.105113
joint id: 0, measured_angle: 0.044635, target_angle: 0.095154, newest_measurement_index: 6240, sent_torque: 0.136951, measured_torque: 0.144952
joint id: 1, measured_angle: -0.006610, target_angle: 0.049942, newest_measurement_index: 6271, sent_torque: 0.169658, measured_torque: 0.144875
joint id: 2, measured_angle: -0.036443, target_angle: -0.075122, newest_measurement_index: 6271, sent_torque: -0.145158, measured_torque: 0.062648
joint id: 3, measured_angle: 0.029168, target_angle: 0.060543, newest_measurement_index: 6290, sent_torque: 0.090288, measured_torque: 0.090007
joint id: 4, measured_angle: 0.022821, target_angle: 0.061345, newest_measurement_index: 6368, sent_torque: 0.111428, measured_torque: 0.108816
joint id: 5, measured_angle: -0.000488, target_angle: -0.016065, newest_measurement_index: 6368, sent_torque: -0.046841, measured_torque: -0.046784
joint id: 6, measured_angle: 0.058932, target_angle: 0.079826, newest_measurement_index: 5980, sent_torque: 0.122210, measured_torque: 0.125030
joint id: 7, measured_angle: 0.051400, target_angle: 0.072557, newest_measurement_index: 6045, sent_torque: 0.127296, measured_torque: 0.113274
joint id: 8, measured_angle: -0.008946, target_angle: -0.045079, newest_measurement_index: 6045, sent_torque: -0.100679, measured_torque: -0.106728
joint id: 0, measured_angle: 0.045785, target_angle: 0.095454, newest_measurement_index: 6241, sent_torque: 0.134487, measured_torque: 0.143754
joint id: 1, measured_angle: -0.006784, target_angle: 0.050242, newest_measurement_index: 6272, sent_torque: 0.170469, measured_torque: 0.128690
joint id: 2, measured_angle: -0.031108, target_angle: -0.075422, newest_measurement_index: 6272, sent_torque: -0.156618, measured_torque: 0.071005
joint id: 3, measured_angle: 0.029517, target_angle: 0.060843, newest_measurement_index: 6291, sent_torque: 0.089862, measured_torque: 0.087668
joint id: 4, measured_angle: 0.023100, target_angle: 0.061645, newest_measurement_index: 6369, sent_torque: 0.110994, measured_torque: 0.122196
joint id: 5, measured_angle: -0.000523, target_angle: -0.016065, newest_measurement_index: 6369, sent_torque: -0.046737, measured_torque: -0.047538
joint id: 6, measured_angle: 0.059420, target_angle: 0.080126, newest_measurement_index: 5982, sent_torque: 0.121989, measured_torque: 0.118746
joint id: 7, measured_angle: 0.051469, target_angle: 0.072857, newest_measurement_index: 6046, sent_torque: 0.129724, measured_torque: 0.125877
joint id: 8, measured_angle: -0.009643, target_angle: -0.045379, newest_measurement_index: 6046, sent_torque: -0.099696, measured_torque: -0.102825
joint id: 0, measured_angle: 0.046971, target_angle: 0.095754, newest_measurement_index: 6242, sent_torque: 0.131935, measured_torque: 0.152871
joint id: 1, measured_angle: -0.006854, target_angle: 0.050542, newest_measurement_index: 6273, sent_torque: 0.172407, measured_torque: 0.146483
joint id: 2, measured_angle: -0.028318, target_angle: -0.075722, newest_measurement_index: 6273, sent_torque: -0.174887, measured_torque: 0.066285
joint id: 3, measured_angle: 0.029830, target_angle: 0.061143, newest_measurement_index: 6292, sent_torque: 0.088818, measured_torque: 0.088061
joint id: 4, measured_angle: 0.023310, target_angle: 0.061945, newest_measurement_index: 6370, sent_torque: 0.111462, measured_torque: 0.114963
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6370, sent_torque: -0.045474, measured_torque: -0.041957
joint id: 6, measured_angle: 0.059420, target_angle: 0.080426, newest_measurement_index: 5982, sent_torque: 0.120947, measured_torque: 0.118746
joint id: 7, measured_angle: 0.051644, target_angle: 0.073157, newest_measurement_index: 6047, sent_torque: 0.127005, measured_torque: 0.115996
joint id: 8, measured_angle: -0.010376, target_angle: -0.045679, newest_measurement_index: 6047, sent_torque: -0.096328, measured_torque: -0.104673
joint id: 0, measured_angle: 0.049272, target_angle: 0.096054, newest_measurement_index: 6244, sent_torque: 0.128855, measured_torque: 0.152960
joint id: 1, measured_angle: -0.006854, target_angle: 0.050842, newest_measurement_index: 6273, sent_torque: 0.173789, measured_torque: 0.146483
joint id: 2, measured_angle: -0.028318, target_angle: -0.076022, newest_measurement_index: 6273, sent_torque: -0.185573, measured_torque: 0.066285
joint id: 3, measured_angle: 0.030144, target_angle: 0.061443, newest_measurement_index: 6293, sent_torque: 0.088831, measured_torque: 0.090474
joint id: 4, measured_angle: 0.023554, target_angle: 0.062245, newest_measurement_index: 6371, sent_torque: 0.112699, measured_torque: 0.106801
joint id: 5, measured_angle: -0.000593, target_angle: -0.016065, newest_measurement_index: 6371, sent_torque: -0.045794, measured_torque: -0.040657
joint id: 6, measured_angle: 0.059664, target_angle: 0.080726, newest_measurement_index: 5983, sent_torque: 0.122747, measured_torque: 0.126599
joint id: 7, measured_angle: 0.051957, target_angle: 0.073457, newest_measurement_index: 6048, sent_torque: 0.126191, measured_torque: 0.120337
joint id: 8, measured_angle: -0.011143, target_angle: -0.045979, newest_measurement_index: 6048, sent_torque: -0.094743, measured_torque: -0.101250
joint id: 0, measured_angle: 0.049272, target_angle: 0.096354, newest_measurement_index: 6244, sent_torque: 0.123445, measured_torque: 0.152960
joint id: 1, measured_angle: -0.006958, target_angle: 0.051142, newest_measurement_index: 6274, sent_torque: 0.174689, measured_torque: 0.137381
joint id: 2, measured_angle: -0.025529, target_angle: -0.076322, newest_measurement_index: 6274, sent_torque: -0.186473, measured_torque: 0.063101
joint id: 3, measured_angle: 0.030458, target_angle: 0.061743, newest_measurement_index: 6294, sent_torque: 0.089003, measured_torque: 0.085871
joint id: 4, measured_angle: 0.023763, target_angle: 0.062545, newest_measurement_index: 6372, sent_torque: 0.112867, measured_torque: 0.132642
joint id: 5, measured_angle: -0.000593, target_angle: -0.016065, newest_measurement_index: 6372, sent_torque: -0.045664, measured_torque: -0.044736
joint id: 6, measured_angle: 0.060152, target_angle: 0.081026, newest_measurement_index: 5985, sent_torque: 0.123081, measured_torque: 0.128500
joint id: 7, measured_angle: 0.052341, target_angle: 0.073757, newest_measurement_index: 6049, sent_torque: 0.124614, measured_torque: 0.118973
joint id: 8, measured_angle: -0.011875, target_angle: -0.046279, newest_measurement_index: 6049, sent_torque: -0.092859, measured_torque: -0.098976
joint id: 0, measured_angle: 0.050388, target_angle: 0.096654, newest_measurement_index: 6245, sent_torque: 0.124345, measured_torque: 0.150988
joint id: 1, measured_angle: -0.007167, target_angle: 0.051442, newest_measurement_index: 6275, sent_torque: 0.175692, measured_torque: 0.133366
joint id: 2, measured_angle: -0.019984, target_angle: -0.076622, newest_measurement_index: 6275, sent_torque: -0.195407, measured_torque: 0.061594
joint id: 3, measured_angle: 0.030737, target_angle: 0.062043, newest_measurement_index: 6295, sent_torque: 0.088874, measured_torque: 0.089680
joint id: 4, measured_angle: 0.023972, target_angle: 0.062845, newest_measurement_index: 6373, sent_torque: 0.113258, measured_torque: 0.112358
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6373, sent_torque: -0.046336, measured_torque: -0.040072
joint id: 6, measured_angle: 0.060152, target_angle: 0.081326, newest_measurement_index: 5985, sent_torque: 0.121654, measured_torque: 0.128500
joint id: 7, measured_angle: 0.052725, target_angle: 0.074057, newest_measurement_index: 6050, sent_torque: 0.122277, measured_torque: 0.130293
joint id: 8, measured_angle: -0.012572, target_angle: -0.046579, newest_measurement_index: 6050, sent_torque: -0.091963, measured_torque: -0.094688
joint id: 0, measured_angle: 0.052690, target_angle: 0.096954, newest_measurement_index: 6247, sent_torque: 0.121873, measured_torque: 0.140133
joint id: 1, measured_angle: -0.007167, target_angle: 0.051742, newest_measurement_index: 6275, sent_torque: 0.177588, measured_torque: 0.133366
