joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 4, measured_angle: 0.039594, target_angle: 0.080165, newest_measurement_index: 12025, sent_torque: 0.115814, measured_torque: 0.113054
joint id: 5, measured_angle: -0.158646, target_angle: -0.189855, newest_measurement_index: 12025, sent_torque: -0.090684, measured_torque: -0.083135
joint id: 6, measured_angle: -0.058824, target_angle: 0.128397, newest_measurement_index: 11516, sent_torque: 0.324000, measured_torque: 0.008522
joint id: 7, measured_angle: -0.040469, target_angle: 0.146578, newest_measurement_index: 11581, sent_torque: 0.324000, measured_torque: 0.005777
joint id: 8, measured_angle: -0.000228, target_angle: -0.187798, newest_measurement_index: 11581, sent_torque: -0.324000, measured_torque: 0.005510
joint id: 0, measured_angle: -0.000716, target_angle: 0.187084, newest_measurement_index: 11721, sent_torque: 0.324000, measured_torque: 0.001487
joint id: 1, measured_angle: 0.107026, target_angle: 0.295035, newest_measurement_index: 11822, sent_torque: 0.324000, measured_torque: 0.001884
joint id: 2, measured_angle: -0.003506, target_angle: -0.191062, newest_measurement_index: 11822, sent_torque: -0.324000, measured_torque: 0.003245
joint id: 3, measured_angle: 0.153362, target_angle: 0.185828, newest_measurement_index: 11931, sent_torque: 0.096531, measured_torque: 0.093827
joint id: 4, measured_angle: 0.039664, target_angle: 0.080465, newest_measurement_index: 12026, sent_torque: 0.120432, measured_torque: 0.127872
joint id: 5, measured_angle: -0.158751, target_angle: -0.190155, newest_measurement_index: 12026, sent_torque: -0.091770, measured_torque: -0.094502
joint id: 6, measured_angle: -0.058824, target_angle: 0.128697, newest_measurement_index: 11516, sent_torque: 0.324000, measured_torque: 0.008522
joint id: 7, measured_angle: -0.040469, target_angle: 0.146878, newest_measurement_index: 11582, sent_torque: 0.324000, measured_torque: 0.004411
joint id: 8, measured_angle: -0.000228, target_angle: -0.188098, newest_measurement_index: 11582, sent_torque: -0.324000, measured_torque: 0.006919
joint id: 0, measured_angle: -0.000716, target_angle: 0.187384, newest_measurement_index: 11721, sent_torque: 0.324000, measured_torque: 0.001487
joint id: 1, measured_angle: 0.107026, target_angle: 0.295335, newest_measurement_index: 11823, sent_torque: 0.324000, measured_torque: -0.007280
joint id: 2, measured_angle: -0.003506, target_angle: -0.191362, newest_measurement_index: 11823, sent_torque: -0.324000, measured_torque: 0.005436
joint id: 3, measured_angle: 0.153431, target_angle: 0.186128, newest_measurement_index: 11932, sent_torque: 0.097401, measured_torque: 0.096456
joint id: 4, measured_angle: 0.039664, target_angle: 0.080765, newest_measurement_index: 12027, sent_torque: 0.121805, measured_torque: 0.120937
joint id: 5, measured_angle: -0.158855, target_angle: -0.190455, newest_measurement_index: 12027, sent_torque: -0.092398, measured_torque: -0.092464
joint id: 6, measured_angle: -0.058824, target_angle: 0.128997, newest_measurement_index: 11518, sent_torque: 0.324000, measured_torque: 0.011581
joint id: 7, measured_angle: -0.040469, target_angle: 0.147178, newest_measurement_index: 11583, sent_torque: 0.324000, measured_torque: 0.004527
joint id: 8, measured_angle: -0.000228, target_angle: -0.188398, newest_measurement_index: 11583, sent_torque: -0.324000, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.187684, newest_measurement_index: 11723, sent_torque: 0.324000, measured_torque: -0.002033
joint id: 1, measured_angle: 0.107026, target_angle: 0.295635, newest_measurement_index: 11823, sent_torque: 0.324000, measured_torque: -0.007280
joint id: 2, measured_angle: -0.003506, target_angle: -0.191662, newest_measurement_index: 11823, sent_torque: -0.324000, measured_torque: 0.005436
joint id: 3, measured_angle: 0.153571, target_angle: 0.186428, newest_measurement_index: 11933, sent_torque: 0.096938, measured_torque: 0.095889
joint id: 4, measured_angle: 0.039664, target_angle: 0.081065, newest_measurement_index: 12028, sent_torque: 0.123282, measured_torque: 0.116645
joint id: 5, measured_angle: -0.158925, target_angle: -0.190755, newest_measurement_index: 12028, sent_torque: -0.092986, measured_torque: -0.087259
joint id: 6, measured_angle: -0.058824, target_angle: 0.129297, newest_measurement_index: 11519, sent_torque: 0.324000, measured_torque: -0.001943
joint id: 7, measured_angle: -0.040469, target_angle: 0.147478, newest_measurement_index: 11584, sent_torque: 0.324000, measured_torque: 0.001009
joint id: 8, measured_angle: -0.000228, target_angle: -0.188698, newest_measurement_index: 11584, sent_torque: -0.324000, measured_torque: 0.002057
joint id: 0, measured_angle: -0.000716, target_angle: 0.187984, newest_measurement_index: 11724, sent_torque: 0.324000, measured_torque: 0.007839
joint id: 1, measured_angle: 0.107026, target_angle: 0.295935, newest_measurement_index: 11825, sent_torque: 0.324000, measured_torque: 0.000630
joint id: 2, measured_angle: -0.003506, target_angle: -0.191962, newest_measurement_index: 11825, sent_torque: -0.324000, measured_torque: -0.000897
joint id: 3, measured_angle: 0.153710, target_angle: 0.186728, newest_measurement_index: 11934, sent_torque: 0.096677, measured_torque: 0.102318
joint id: 4, measured_angle: 0.039664, target_angle: 0.081365, newest_measurement_index: 12029, sent_torque: 0.124202, measured_torque: 0.121932
joint id: 5, measured_angle: -0.158960, target_angle: -0.191055, newest_measurement_index: 12029, sent_torque: -0.094036, measured_torque: -0.087548
joint id: 6, measured_angle: -0.058824, target_angle: 0.129597, newest_measurement_index: 11520, sent_torque: 0.324000, measured_torque: -0.004262
joint id: 7, measured_angle: -0.040469, target_angle: 0.147778, newest_measurement_index: 11585, sent_torque: 0.324000, measured_torque: 0.003161
joint id: 8, measured_angle: -0.000228, target_angle: -0.188998, newest_measurement_index: 11585, sent_torque: -0.324000, measured_torque: 0.006747
joint id: 0, measured_angle: -0.000716, target_angle: 0.188284, newest_measurement_index: 11724, sent_torque: 0.324000, measured_torque: 0.007839
joint id: 1, measured_angle: 0.107026, target_angle: 0.296235, newest_measurement_index: 11826, sent_torque: 0.324000, measured_torque: -0.004516
joint id: 2, measured_angle: -0.003506, target_angle: -0.192262, newest_measurement_index: 11826, sent_torque: -0.324000, measured_torque: -0.003907
joint id: 3, measured_angle: 0.153885, target_angle: 0.187028, newest_measurement_index: 11935, sent_torque: 0.096563, measured_torque: 0.098431
joint id: 4, measured_angle: 0.039734, target_angle: 0.081665, newest_measurement_index: 12030, sent_torque: 0.125102, measured_torque: 0.117154
joint id: 5, measured_angle: -0.158960, target_angle: -0.191355, newest_measurement_index: 12030, sent_torque: -0.095916, measured_torque: -0.091331
joint id: 6, measured_angle: -0.058824, target_angle: 0.129897, newest_measurement_index: 11521, sent_torque: 0.324000, measured_torque: 0.003394
joint id: 7, measured_angle: -0.040469, target_angle: 0.148078, newest_measurement_index: 11586, sent_torque: 0.324000, measured_torque: 0.000778
joint id: 8, measured_angle: -0.000228, target_angle: -0.189298, newest_measurement_index: 11586, sent_torque: -0.324000, measured_torque: 0.007897
joint id: 0, measured_angle: -0.000716, target_angle: 0.188584, newest_measurement_index: 11726, sent_torque: 0.324000, measured_torque: -0.001345
joint id: 1, measured_angle: 0.107026, target_angle: 0.296535, newest_measurement_index: 11827, sent_torque: 0.324000, measured_torque: -0.000262
joint id: 2, measured_angle: -0.003506, target_angle: -0.192562, newest_measurement_index: 11827, sent_torque: -0.324000, measured_torque: -0.005279
joint id: 3, measured_angle: 0.154024, target_angle: 0.187328, newest_measurement_index: 11936, sent_torque: 0.096891, measured_torque: 0.096991
joint id: 4, measured_angle: 0.039873, target_angle: 0.081965, newest_measurement_index: 12031, sent_torque: 0.124179, measured_torque: 0.120321
joint id: 5, measured_angle: -0.158960, target_angle: -0.191655, newest_measurement_index: 12031, sent_torque: -0.097168, measured_torque: -0.097975
joint id: 6, measured_angle: -0.058824, target_angle: 0.130197, newest_measurement_index: 11522, sent_torque: 0.324000, measured_torque: 0.002235
joint id: 7, measured_angle: -0.040469, target_angle: 0.148378, newest_measurement_index: 11587, sent_torque: 0.324000, measured_torque: 0.011794
joint id: 8, measured_angle: -0.000228, target_angle: -0.189598, newest_measurement_index: 11587, sent_torque: -0.324000, measured_torque: 0.006919
joint id: 0, measured_angle: -0.000716, target_angle: 0.188884, newest_measurement_index: 11727, sent_torque: 0.324000, measured_torque: -0.000449
joint id: 1, measured_angle: 0.107026, target_angle: 0.296835, newest_measurement_index: 11828, sent_torque: 0.324000, measured_torque: 0.001630
joint id: 2, measured_angle: -0.003506, target_angle: -0.192862, newest_measurement_index: 11828, sent_torque: -0.324000, measured_torque: -0.000343
joint id: 3, measured_angle: 0.154164, target_angle: 0.187628, newest_measurement_index: 11937, sent_torque: 0.097399, measured_torque: 0.096238
joint id: 4, measured_angle: 0.040117, target_angle: 0.082265, newest_measurement_index: 12032, sent_torque: 0.124111, measured_torque: 0.118185
joint id: 5, measured_angle: -0.158925, target_angle: -0.191955, newest_measurement_index: 12032, sent_torque: -0.098085, measured_torque: -0.098510
joint id: 6, measured_angle: -0.058824, target_angle: 0.130497, newest_measurement_index: 11523, sent_torque: 0.324000, measured_torque: 0.001215
joint id: 7, measured_angle: -0.040469, target_angle: 0.148678, newest_measurement_index: 11588, sent_torque: 0.324000, measured_torque: 0.009526
joint id: 8, measured_angle: -0.000228, target_angle: -0.189898, newest_measurement_index: 11588, sent_torque: -0.324000, measured_torque: 0.010543
joint id: 0, measured_angle: -0.000716, target_angle: 0.189184, newest_measurement_index: 11728, sent_torque: 0.324000, measured_torque: 0.002271
joint id: 1, measured_angle: 0.107026, target_angle: 0.297135, newest_measurement_index: 11829, sent_torque: 0.324000, measured_torque: 0.003247
joint id: 2, measured_angle: -0.003506, target_angle: -0.193162, newest_measurement_index: 11829, sent_torque: -0.324000, measured_torque: -0.006652
joint id: 3, measured_angle: 0.154268, target_angle: 0.187928, newest_measurement_index: 11938, sent_torque: 0.098547, measured_torque: 0.101472
joint id: 4, measured_angle: 0.040361, target_angle: 0.082565, newest_measurement_index: 12033, sent_torque: 0.122724, measured_torque: 0.115830
joint id: 5, measured_angle: -0.158855, target_angle: -0.192255, newest_measurement_index: 12033, sent_torque: -0.099679, measured_torque: -0.098810
joint id: 6, measured_angle: -0.058824, target_angle: 0.130797, newest_measurement_index: 11524, sent_torque: 0.324000, measured_torque: 0.003994
joint id: 7, measured_angle: -0.040469, target_angle: 0.148978, newest_measurement_index: 11589, sent_torque: 0.324000, measured_torque: 0.007465
joint id: 8, measured_angle: -0.000228, target_angle: -0.190198, newest_measurement_index: 11589, sent_torque: -0.324000, measured_torque: 0.004273
joint id: 0, measured_angle: -0.000716, target_angle: 0.189484, newest_measurement_index: 11729, sent_torque: 0.324000, measured_torque: 0.003424
joint id: 1, measured_angle: 0.107026, target_angle: 0.297435, newest_measurement_index: 11830, sent_torque: 0.324000, measured_torque: 0.003139
joint id: 2, measured_angle: -0.003506, target_angle: -0.193462, newest_measurement_index: 11830, sent_torque: -0.324000, measured_torque: -0.003353
joint id: 3, measured_angle: 0.154338, target_angle: 0.188228, newest_measurement_index: 11939, sent_torque: 0.099496, measured_torque: 0.101606
joint id: 4, measured_angle: 0.040675, target_angle: 0.082865, newest_measurement_index: 12034, sent_torque: 0.122599, measured_torque: 0.121733
joint id: 5, measured_angle: -0.158751, target_angle: -0.192555, newest_measurement_index: 12034, sent_torque: -0.100970, measured_torque: -0.101258
joint id: 6, measured_angle: -0.058824, target_angle: 0.131097, newest_measurement_index: 11525, sent_torque: 0.324000, measured_torque: 0.004344
joint id: 7, measured_angle: -0.040469, target_angle: 0.149278, newest_measurement_index: 11590, sent_torque: 0.324000, measured_torque: -0.001490
joint id: 8, measured_angle: -0.000228, target_angle: -0.190498, newest_measurement_index: 11590, sent_torque: -0.324000, measured_torque: 0.005596
joint id: 0, measured_angle: -0.000716, target_angle: 0.189784, newest_measurement_index: 11730, sent_torque: 0.324000, measured_torque: -0.003281
joint id: 1, measured_angle: 0.107026, target_angle: 0.297735, newest_measurement_index: 11831, sent_torque: 0.324000, measured_torque: 0.005139
joint id: 2, measured_angle: -0.003506, target_angle: -0.193762, newest_measurement_index: 11831, sent_torque: -0.324000, measured_torque: 0.005436
joint id: 3, measured_angle: 0.154373, target_angle: 0.188528, newest_measurement_index: 11940, sent_torque: 0.100503, measured_torque: 0.101257
joint id: 4, measured_angle: 0.040954, target_angle: 0.083165, newest_measurement_index: 12035, sent_torque: 0.122070, measured_torque: 0.123110
joint id: 5, measured_angle: -0.158716, target_angle: -0.192855, newest_measurement_index: 12035, sent_torque: -0.102653, measured_torque: -0.096300
joint id: 6, measured_angle: -0.058824, target_angle: 0.131397, newest_measurement_index: 11526, sent_torque: 0.324000, measured_torque: 0.002165
joint id: 7, measured_angle: -0.040469, target_angle: 0.149578, newest_measurement_index: 11591, sent_torque: 0.324000, measured_torque: 0.005545
joint id: 8, measured_angle: -0.000228, target_angle: -0.190798, newest_measurement_index: 11591, sent_torque: -0.324000, measured_torque: 0.005854
joint id: 0, measured_angle: -0.000716, target_angle: 0.190084, newest_measurement_index: 11731, sent_torque: 0.324000, measured_torque: -0.001345
joint id: 1, measured_angle: 0.107026, target_angle: 0.298035, newest_measurement_index: 11831, sent_torque: 0.324000, measured_torque: 0.005139
joint id: 2, measured_angle: -0.003506, target_angle: -0.194062, newest_measurement_index: 11831, sent_torque: -0.324000, measured_torque: 0.005436
joint id: 3, measured_angle: 0.154408, target_angle: 0.188828, newest_measurement_index: 11941, sent_torque: 0.101736, measured_torque: 0.084571
joint id: 4, measured_angle: 0.041233, target_angle: 0.083465, newest_measurement_index: 12036, sent_torque: 0.122295, measured_torque: 0.126868
joint id: 5, measured_angle: -0.158681, target_angle: -0.193155, newest_measurement_index: 12036, sent_torque: -0.102944, measured_torque: -0.099701
joint id: 6, measured_angle: -0.058824, target_angle: 0.131697, newest_measurement_index: 11527, sent_torque: 0.324000, measured_torque: 0.000866
joint id: 7, measured_angle: -0.040469, target_angle: 0.149878, newest_measurement_index: 11592, sent_torque: 0.324000, measured_torque: 0.003393
joint id: 8, measured_angle: -0.000228, target_angle: -0.191098, newest_measurement_index: 11592, sent_torque: -0.324000, measured_torque: 0.008155
joint id: 0, measured_angle: -0.000716, target_angle: 0.190384, newest_measurement_index: 11731, sent_torque: 0.324000, measured_torque: -0.001345
joint id: 1, measured_angle: 0.107026, target_angle: 0.298335, newest_measurement_index: 11833, sent_torque: 0.324000, measured_torque: 0.008030
joint id: 2, measured_angle: -0.003506, target_angle: -0.194362, newest_measurement_index: 11833, sent_torque: -0.324000, measured_torque: -0.001162
joint id: 3, measured_angle: 0.154408, target_angle: 0.189128, newest_measurement_index: 11942, sent_torque: 0.102489, measured_torque: 0.096499
joint id: 4, measured_angle: 0.041512, target_angle: 0.083765, newest_measurement_index: 12037, sent_torque: 0.122745, measured_torque: 0.119239
joint id: 5, measured_angle: -0.158681, target_angle: -0.193455, newest_measurement_index: 12037, sent_torque: -0.103748, measured_torque: -0.098512
joint id: 6, measured_angle: -0.058824, target_angle: 0.131997, newest_measurement_index: 11528, sent_torque: 0.324000, measured_torque: 0.008492
joint id: 7, measured_angle: -0.040469, target_angle: 0.150178, newest_measurement_index: 11593, sent_torque: 0.324000, measured_torque: 0.008508
joint id: 8, measured_angle: -0.000228, target_angle: -0.191398, newest_measurement_index: 11593, sent_torque: -0.324000, measured_torque: -0.010395
joint id: 0, measured_angle: -0.000716, target_angle: 0.190684, newest_measurement_index: 11732, sent_torque: 0.324000, measured_torque: 0.005007
joint id: 1, measured_angle: 0.107026, target_angle: 0.298635, newest_measurement_index: 11834, sent_torque: 0.324000, measured_torque: -0.004771
joint id: 2, measured_angle: -0.003506, target_angle: -0.194662, newest_measurement_index: 11834, sent_torque: -0.324000, measured_torque: -0.003353
joint id: 3, measured_angle: 0.154408, target_angle: 0.189428, newest_measurement_index: 11943, sent_torque: 0.104099, measured_torque: 0.101050
joint id: 4, measured_angle: 0.041721, target_angle: 0.084065, newest_measurement_index: 12038, sent_torque: 0.122761, measured_torque: 0.120056
joint id: 5, measured_angle: -0.158716, target_angle: -0.193755, newest_measurement_index: 12038, sent_torque: -0.104339, measured_torque: -0.097397
joint id: 6, measured_angle: -0.058824, target_angle: 0.132297, newest_measurement_index: 11529, sent_torque: 0.324000, measured_torque: 0.000126
joint id: 7, measured_angle: -0.040469, target_angle: 0.150478, newest_measurement_index: 11595, sent_torque: 0.324000, measured_torque: 0.008045
joint id: 8, measured_angle: -0.000228, target_angle: -0.191698, newest_measurement_index: 11595, sent_torque: -0.324000, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.190984, newest_measurement_index: 11733, sent_torque: 0.324000, measured_torque: -0.003729
joint id: 1, measured_angle: 0.107026, target_angle: 0.298935, newest_measurement_index: 11834, sent_torque: 0.324000, measured_torque: -0.004771
joint id: 2, measured_angle: -0.003506, target_angle: -0.194962, newest_measurement_index: 11834, sent_torque: -0.324000, measured_torque: -0.003353
joint id: 3, measured_angle: 0.154408, target_angle: 0.189728, newest_measurement_index: 11944, sent_torque: 0.105060, measured_torque: 0.102141
joint id: 4, measured_angle: 0.041896, target_angle: 0.084365, newest_measurement_index: 12039, sent_torque: 0.124102, measured_torque: 0.126808
joint id: 5, measured_angle: -0.158786, target_angle: -0.194055, newest_measurement_index: 12039, sent_torque: -0.104296, measured_torque: -0.103933
joint id: 6, measured_angle: -0.058824, target_angle: 0.132597, newest_measurement_index: 11530, sent_torque: 0.324000, measured_torque: 0.019278
joint id: 7, measured_angle: -0.040469, target_angle: 0.150778, newest_measurement_index: 11595, sent_torque: 0.324000, measured_torque: 0.008045
joint id: 8, measured_angle: -0.000228, target_angle: -0.191998, newest_measurement_index: 11595, sent_torque: -0.324000, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.191284, newest_measurement_index: 11734, sent_torque: 0.324000, measured_torque: -0.006001
joint id: 1, measured_angle: 0.107026, target_angle: 0.299235, newest_measurement_index: 11836, sent_torque: 0.324000, measured_torque: 0.001139
joint id: 2, measured_angle: -0.003506, target_angle: -0.195262, newest_measurement_index: 11836, sent_torque: -0.324000, measured_torque: 0.007362
joint id: 3, measured_angle: 0.154408, target_angle: 0.190028, newest_measurement_index: 11945, sent_torque: 0.105962, measured_torque: 0.101486
joint id: 4, measured_angle: 0.042035, target_angle: 0.084665, newest_measurement_index: 12040, sent_torque: 0.124781, measured_torque: 0.126774
joint id: 5, measured_angle: -0.158855, target_angle: -0.194355, newest_measurement_index: 12040, sent_torque: -0.104316, measured_torque: -0.102163
joint id: 6, measured_angle: -0.058824, target_angle: 0.132897, newest_measurement_index: 11531, sent_torque: 0.324000, measured_torque: 0.005224
joint id: 7, measured_angle: -0.040469, target_angle: 0.151078, newest_measurement_index: 11596, sent_torque: 0.324000, measured_torque: 0.001912
joint id: 8, measured_angle: -0.000228, target_angle: -0.192298, newest_measurement_index: 11596, sent_torque: -0.324000, measured_torque: 0.011693
joint id: 0, measured_angle: -0.000716, target_angle: 0.191584, newest_measurement_index: 11734, sent_torque: 0.324000, measured_torque: -0.006001
joint id: 1, measured_angle: 0.107026, target_angle: 0.299535, newest_measurement_index: 11837, sent_torque: 0.324000, measured_torque: 0.003120
joint id: 2, measured_angle: -0.003506, target_angle: -0.195562, newest_measurement_index: 11837, sent_torque: -0.324000, measured_torque: 0.002979
joint id: 3, measured_angle: 0.154443, target_angle: 0.190328, newest_measurement_index: 11946, sent_torque: 0.106862, measured_torque: 0.107812
joint id: 4, measured_angle: 0.042140, target_angle: 0.084965, newest_measurement_index: 12041, sent_torque: 0.125906, measured_torque: 0.123332
joint id: 5, measured_angle: -0.158890, target_angle: -0.194655, newest_measurement_index: 12041, sent_torque: -0.105335, measured_torque: -0.097949
joint id: 6, measured_angle: -0.058824, target_angle: 0.133197, newest_measurement_index: 11532, sent_torque: 0.324000, measured_torque: 0.000795
joint id: 7, measured_angle: -0.040469, target_angle: 0.151378, newest_measurement_index: 11597, sent_torque: 0.324000, measured_torque: 0.006008
joint id: 8, measured_angle: -0.000228, target_angle: -0.192598, newest_measurement_index: 11597, sent_torque: -0.324000, measured_torque: 0.004359
joint id: 0, measured_angle: -0.000716, target_angle: 0.191884, newest_measurement_index: 11735, sent_torque: 0.324000, measured_torque: 0.003424
joint id: 1, measured_angle: 0.107026, target_angle: 0.299835, newest_measurement_index: 11838, sent_torque: 0.324000, measured_torque: 0.004139
joint id: 2, measured_angle: -0.003506, target_angle: -0.195862, newest_measurement_index: 11838, sent_torque: -0.324000, measured_torque: 0.003799
joint id: 3, measured_angle: 0.154443, target_angle: 0.190628, newest_measurement_index: 11947, sent_torque: 0.106742, measured_torque: 0.107084
joint id: 4, measured_angle: 0.042244, target_angle: 0.085265, newest_measurement_index: 12042, sent_torque: 0.126452, measured_torque: 0.124939
joint id: 5, measured_angle: -0.158960, target_angle: -0.194955, newest_measurement_index: 12042, sent_torque: -0.106773, measured_torque: -0.115231
joint id: 6, measured_angle: -0.058824, target_angle: 0.133497, newest_measurement_index: 11533, sent_torque: 0.324000, measured_torque: 0.008032
joint id: 7, measured_angle: -0.040469, target_angle: 0.151678, newest_measurement_index: 11599, sent_torque: 0.324000, measured_torque: -0.000356
joint id: 8, measured_angle: -0.000228, target_angle: -0.192898, newest_measurement_index: 11599, sent_torque: -0.324000, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.192184, newest_measurement_index: 11736, sent_torque: 0.324000, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107026, target_angle: 0.300135, newest_measurement_index: 11838, sent_torque: 0.324000, measured_torque: 0.004139
joint id: 2, measured_angle: -0.003506, target_angle: -0.196162, newest_measurement_index: 11839, sent_torque: -0.324000, measured_torque: -0.005544
joint id: 3, measured_angle: 0.154512, target_angle: 0.190928, newest_measurement_index: 11948, sent_torque: 0.108526, measured_torque: 0.111983
joint id: 4, measured_angle: 0.042314, target_angle: 0.085565, newest_measurement_index: 12043, sent_torque: 0.127656, measured_torque: 0.124895
joint id: 5, measured_angle: -0.158995, target_angle: -0.195255, newest_measurement_index: 12043, sent_torque: -0.106699, measured_torque: -0.106434
joint id: 6, measured_angle: -0.058824, target_angle: 0.133797, newest_measurement_index: 11534, sent_torque: 0.324000, measured_torque: 0.002654
joint id: 7, measured_angle: -0.040469, target_angle: 0.151978, newest_measurement_index: 11599, sent_torque: 0.324000, measured_torque: -0.000356
joint id: 8, measured_angle: -0.000228, target_angle: -0.193198, newest_measurement_index: 11599, sent_torque: -0.324000, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.192484, newest_measurement_index: 11736, sent_torque: 0.324000, measured_torque: 0.002288
joint id: 1, measured_angle: 0.107026, target_angle: 0.300435, newest_measurement_index: 11840, sent_torque: 0.324000, measured_torque: -0.002516
joint id: 2, measured_angle: -0.003506, target_angle: -0.196462, newest_measurement_index: 11840, sent_torque: -0.324000, measured_torque: 0.004617
joint id: 3, measured_angle: 0.154582, target_angle: 0.191228, newest_measurement_index: 11949, sent_torque: 0.108245, measured_torque: 0.105908
joint id: 4, measured_angle: 0.042384, target_angle: 0.085865, newest_measurement_index: 12044, sent_torque: 0.128514, measured_torque: 0.129150
joint id: 5, measured_angle: -0.159030, target_angle: -0.195555, newest_measurement_index: 12044, sent_torque: -0.108299, measured_torque: -0.107995
joint id: 6, measured_angle: -0.058824, target_angle: 0.134097, newest_measurement_index: 11535, sent_torque: 0.324000, measured_torque: 0.003324
joint id: 7, measured_angle: -0.040469, target_angle: 0.152278, newest_measurement_index: 11600, sent_torque: 0.324000, measured_torque: 0.005777
joint id: 8, measured_angle: -0.000228, target_angle: -0.193498, newest_measurement_index: 11600, sent_torque: -0.324000, measured_torque: 0.006575
joint id: 0, measured_angle: -0.000716, target_angle: 0.192784, newest_measurement_index: 11737, sent_torque: 0.324000, measured_torque: 0.000351
joint id: 1, measured_angle: 0.107026, target_angle: 0.300735, newest_measurement_index: 11841, sent_torque: 0.324000, measured_torque: -0.014935
joint id: 2, measured_angle: -0.003506, target_angle: -0.196762, newest_measurement_index: 11841, sent_torque: -0.324000, measured_torque: -0.001715
joint id: 3, measured_angle: 0.154687, target_angle: 0.191528, newest_measurement_index: 11950, sent_torque: 0.108751, measured_torque: 0.103375
joint id: 4, measured_angle: 0.042454, target_angle: 0.086165, newest_measurement_index: 12045, sent_torque: 0.129576, measured_torque: 0.127761
joint id: 5, measured_angle: -0.159065, target_angle: -0.195855, newest_measurement_index: 12045, sent_torque: -0.109339, measured_torque: -0.100513
joint id: 6, measured_angle: -0.058824, target_angle: 0.134397, newest_measurement_index: 11536, sent_torque: 0.324000, measured_torque: 0.001745
joint id: 7, measured_angle: -0.040469, target_angle: 0.152578, newest_measurement_index: 11602, sent_torque: 0.324000, measured_torque: 0.003046
joint id: 8, measured_angle: -0.000228, target_angle: -0.193798, newest_measurement_index: 11602, sent_torque: -0.324000, measured_torque: 0.007983
joint id: 0, measured_angle: -0.000716, target_angle: 0.193084, newest_measurement_index: 11738, sent_torque: 0.324000, measured_torque: 0.000127
joint id: 1, measured_angle: 0.107026, target_angle: 0.301035, newest_measurement_index: 11841, sent_torque: 0.324000, measured_torque: -0.014935
joint id: 2, measured_angle: -0.003506, target_angle: -0.197062, newest_measurement_index: 11841, sent_torque: -0.324000, measured_torque: -0.001715
joint id: 3, measured_angle: 0.154826, target_angle: 0.191828, newest_measurement_index: 11951, sent_torque: 0.108748, measured_torque: 0.105756
joint id: 4, measured_angle: 0.042523, target_angle: 0.086465, newest_measurement_index: 12046, sent_torque: 0.130328, measured_torque: 0.131275
joint id: 5, measured_angle: -0.159134, target_angle: -0.196155, newest_measurement_index: 12046, sent_torque: -0.110208, measured_torque: -0.104768
joint id: 6, measured_angle: -0.058824, target_angle: 0.134697, newest_measurement_index: 11537, sent_torque: 0.324000, measured_torque: 0.003115
joint id: 7, measured_angle: -0.040469, target_angle: 0.152878, newest_measurement_index: 11602, sent_torque: 0.324000, measured_torque: 0.003046
joint id: 8, measured_angle: -0.000228, target_angle: -0.194098, newest_measurement_index: 11602, sent_torque: -0.324000, measured_torque: 0.007983
joint id: 0, measured_angle: -0.000716, target_angle: 0.193384, newest_measurement_index: 11738, sent_torque: 0.324000, measured_torque: 0.000127
joint id: 1, measured_angle: 0.107026, target_angle: 0.301335, newest_measurement_index: 11843, sent_torque: 0.324000, measured_torque: -0.004644
joint id: 2, measured_angle: -0.003506, target_angle: -0.197362, newest_measurement_index: 11843, sent_torque: -0.324000, measured_torque: -0.000608
joint id: 3, measured_angle: 0.154966, target_angle: 0.192128, newest_measurement_index: 11952, sent_torque: 0.109185, measured_torque: 0.105926
joint id: 4, measured_angle: 0.042593, target_angle: 0.086765, newest_measurement_index: 12047, sent_torque: 0.131208, measured_torque: 0.134844
joint id: 5, measured_angle: -0.159169, target_angle: -0.196455, newest_measurement_index: 12047, sent_torque: -0.110273, measured_torque: -0.111984
joint id: 6, measured_angle: -0.058824, target_angle: 0.134997, newest_measurement_index: 11538, sent_torque: 0.324000, measured_torque: -0.000224
joint id: 7, measured_angle: -0.040469, target_angle: 0.153178, newest_measurement_index: 11603, sent_torque: 0.324000, measured_torque: -0.002416
joint id: 8, measured_angle: -0.000228, target_angle: -0.194398, newest_measurement_index: 11603, sent_torque: -0.324000, measured_torque: 0.005596
joint id: 0, measured_angle: -0.000716, target_angle: 0.193684, newest_measurement_index: 11739, sent_torque: 0.324000, measured_torque: 0.001264
joint id: 1, measured_angle: 0.107026, target_angle: 0.301635, newest_measurement_index: 11844, sent_torque: 0.324000, measured_torque: -0.000625
joint id: 2, measured_angle: -0.003506, target_angle: -0.197662, newest_measurement_index: 11844, sent_torque: -0.324000, measured_torque: -0.001980
joint id: 3, measured_angle: 0.155140, target_angle: 0.192428, newest_measurement_index: 11953, sent_torque: 0.109095, measured_torque: 0.108341
