joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 7, measured_angle: -0.108188, target_angle: 0.062540, newest_measurement_index: 11369, sent_torque: 0.324000, measured_torque: 0.006167
joint id: 8, measured_angle: -0.000263, target_angle: -0.171933, newest_measurement_index: 11369, sent_torque: -0.324000, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.169510, newest_measurement_index: 11350, sent_torque: 0.324000, measured_torque: 0.007967
joint id: 1, measured_angle: -0.116750, target_angle: 0.055045, newest_measurement_index: 11498, sent_torque: 0.324000, measured_torque: 0.005715
joint id: 2, measured_angle: -0.002495, target_angle: -0.174151, newest_measurement_index: 11498, sent_torque: -0.324000, measured_torque: -0.007944
joint id: 3, measured_angle: 0.134531, target_angle: 0.182796, newest_measurement_index: 11761, sent_torque: 0.142987, measured_torque: 0.137943
joint id: 4, measured_angle: 0.102431, target_angle: 0.169824, newest_measurement_index: 11812, sent_torque: 0.199013, measured_torque: 0.195430
joint id: 5, measured_angle: -0.130350, target_angle: -0.173453, newest_measurement_index: 11812, sent_torque: -0.118692, measured_torque: -0.118792
joint id: 6, measured_angle: -0.000891, target_angle: 0.170800, newest_measurement_index: 11318, sent_torque: 0.324000, measured_torque: 0.002119
joint id: 7, measured_angle: -0.108188, target_angle: 0.062840, newest_measurement_index: 11370, sent_torque: 0.324000, measured_torque: 0.001602
joint id: 8, measured_angle: -0.000263, target_angle: -0.172233, newest_measurement_index: 11370, sent_torque: -0.324000, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.169810, newest_measurement_index: 11350, sent_torque: 0.324000, measured_torque: 0.007967
joint id: 1, measured_angle: -0.116750, target_angle: 0.055345, newest_measurement_index: 11499, sent_torque: 0.324000, measured_torque: 0.010520
joint id: 2, measured_angle: -0.002495, target_angle: -0.174451, newest_measurement_index: 11499, sent_torque: -0.324000, measured_torque: -0.004575
joint id: 3, measured_angle: 0.134636, target_angle: 0.183096, newest_measurement_index: 11762, sent_torque: 0.144388, measured_torque: 0.143219
joint id: 4, measured_angle: 0.102675, target_angle: 0.170124, newest_measurement_index: 11813, sent_torque: 0.198478, measured_torque: 0.190481
joint id: 5, measured_angle: -0.131222, target_angle: -0.173753, newest_measurement_index: 11813, sent_torque: -0.116416, measured_torque: -0.105456
joint id: 6, measured_angle: -0.000891, target_angle: 0.171100, newest_measurement_index: 11319, sent_torque: 0.324000, measured_torque: 0.004496
joint id: 7, measured_angle: -0.108188, target_angle: 0.063140, newest_measurement_index: 11371, sent_torque: 0.324000, measured_torque: 0.002640
joint id: 8, measured_angle: -0.000263, target_angle: -0.172533, newest_measurement_index: 11371, sent_torque: -0.324000, measured_torque: 0.005588
joint id: 0, measured_angle: -0.002355, target_angle: 0.170110, newest_measurement_index: 11351, sent_torque: 0.324000, measured_torque: 0.004313
joint id: 1, measured_angle: -0.116750, target_angle: 0.055645, newest_measurement_index: 11499, sent_torque: 0.324000, measured_torque: 0.010520
joint id: 2, measured_angle: -0.002495, target_angle: -0.174751, newest_measurement_index: 11499, sent_torque: -0.324000, measured_torque: -0.004575
joint id: 3, measured_angle: 0.134706, target_angle: 0.183396, newest_measurement_index: 11763, sent_torque: 0.144197, measured_torque: 0.140012
joint id: 4, measured_angle: 0.102919, target_angle: 0.170424, newest_measurement_index: 11814, sent_torque: 0.198502, measured_torque: 0.203942
joint id: 5, measured_angle: -0.132163, target_angle: -0.174053, newest_measurement_index: 11814, sent_torque: -0.114150, measured_torque: -0.118844
joint id: 6, measured_angle: -0.000891, target_angle: 0.171400, newest_measurement_index: 11320, sent_torque: 0.324000, measured_torque: 0.002097
joint id: 7, measured_angle: -0.108188, target_angle: 0.063440, newest_measurement_index: 11372, sent_torque: 0.324000, measured_torque: 0.003156
joint id: 8, measured_angle: -0.000263, target_angle: -0.172833, newest_measurement_index: 11372, sent_torque: -0.324000, measured_torque: 0.003119
joint id: 0, measured_angle: -0.002355, target_angle: 0.170410, newest_measurement_index: 11351, sent_torque: 0.324000, measured_torque: 0.004313
joint id: 1, measured_angle: -0.116750, target_angle: 0.055945, newest_measurement_index: 11500, sent_torque: 0.324000, measured_torque: 0.004521
joint id: 2, measured_angle: -0.002495, target_angle: -0.175051, newest_measurement_index: 11500, sent_torque: -0.324000, measured_torque: -0.010900
joint id: 3, measured_angle: 0.134845, target_angle: 0.183696, newest_measurement_index: 11764, sent_torque: 0.145101, measured_torque: 0.141464
joint id: 4, measured_angle: 0.103198, target_angle: 0.170724, newest_measurement_index: 11815, sent_torque: 0.199066, measured_torque: 0.193598
joint id: 5, measured_angle: -0.133209, target_angle: -0.174353, newest_measurement_index: 11815, sent_torque: -0.111580, measured_torque: -0.111198
joint id: 6, measured_angle: -0.000856, target_angle: 0.171700, newest_measurement_index: 11322, sent_torque: 0.324000, measured_torque: 0.009318
joint id: 7, measured_angle: -0.108188, target_angle: 0.063740, newest_measurement_index: 11373, sent_torque: 0.324000, measured_torque: 0.002537
joint id: 8, measured_angle: -0.000263, target_angle: -0.173133, newest_measurement_index: 11373, sent_torque: -0.324000, measured_torque: 0.002127
joint id: 0, measured_angle: -0.002355, target_angle: 0.170710, newest_measurement_index: 11352, sent_torque: 0.324000, measured_torque: 0.000111
joint id: 1, measured_angle: -0.116750, target_angle: 0.056245, newest_measurement_index: 11500, sent_torque: 0.324000, measured_torque: 0.004521
joint id: 2, measured_angle: -0.002495, target_angle: -0.175351, newest_measurement_index: 11500, sent_torque: -0.324000, measured_torque: -0.010900
joint id: 3, measured_angle: 0.134985, target_angle: 0.183996, newest_measurement_index: 11765, sent_torque: 0.144435, measured_torque: 0.150618
joint id: 4, measured_angle: 0.103512, target_angle: 0.171024, newest_measurement_index: 11816, sent_torque: 0.198926, measured_torque: 0.198455
joint id: 5, measured_angle: -0.134256, target_angle: -0.174653, newest_measurement_index: 11816, sent_torque: -0.107514, measured_torque: -0.113227
joint id: 6, measured_angle: -0.000856, target_angle: 0.172000, newest_measurement_index: 11322, sent_torque: 0.324000, measured_torque: 0.009318
joint id: 7, measured_angle: -0.108188, target_angle: 0.064040, newest_measurement_index: 11374, sent_torque: 0.324000, measured_torque: 0.003266
joint id: 8, measured_angle: -0.000263, target_angle: -0.173433, newest_measurement_index: 11374, sent_torque: -0.324000, measured_torque: 0.009291
joint id: 0, measured_angle: -0.002355, target_angle: 0.171010, newest_measurement_index: 11352, sent_torque: 0.324000, measured_torque: 0.000111
joint id: 1, measured_angle: -0.116750, target_angle: 0.056545, newest_measurement_index: 11501, sent_torque: 0.324000, measured_torque: 0.009319
joint id: 2, measured_angle: -0.002495, target_angle: -0.175651, newest_measurement_index: 11501, sent_torque: -0.324000, measured_torque: -0.006598
joint id: 3, measured_angle: 0.135159, target_angle: 0.184296, newest_measurement_index: 11766, sent_torque: 0.144624, measured_torque: 0.140720
joint id: 4, measured_angle: 0.103826, target_angle: 0.171324, newest_measurement_index: 11817, sent_torque: 0.198012, measured_torque: 0.196077
joint id: 5, measured_angle: -0.135371, target_angle: -0.174953, newest_measurement_index: 11817, sent_torque: -0.104897, measured_torque: -0.115548
joint id: 6, measured_angle: -0.000856, target_angle: 0.172300, newest_measurement_index: 11324, sent_torque: 0.324000, measured_torque: 0.004473
joint id: 7, measured_angle: -0.108188, target_angle: 0.064340, newest_measurement_index: 11375, sent_torque: 0.324000, measured_torque: 0.002956
joint id: 8, measured_angle: -0.000263, target_angle: -0.173733, newest_measurement_index: 11375, sent_torque: -0.324000, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.171310, newest_measurement_index: 11353, sent_torque: 0.324000, measured_torque: 0.003513
joint id: 1, measured_angle: -0.116750, target_angle: 0.056845, newest_measurement_index: 11501, sent_torque: 0.324000, measured_torque: 0.009319
joint id: 2, measured_angle: -0.002495, target_angle: -0.175951, newest_measurement_index: 11501, sent_torque: -0.324000, measured_torque: -0.006598
joint id: 3, measured_angle: 0.135333, target_angle: 0.184596, newest_measurement_index: 11767, sent_torque: 0.144801, measured_torque: 0.145683
joint id: 4, measured_angle: 0.104175, target_angle: 0.171624, newest_measurement_index: 11818, sent_torque: 0.198201, measured_torque: 0.196941
joint id: 5, measured_angle: -0.136487, target_angle: -0.175253, newest_measurement_index: 11818, sent_torque: -0.101712, measured_torque: -0.103745
joint id: 6, measured_angle: -0.000856, target_angle: 0.172600, newest_measurement_index: 11324, sent_torque: 0.324000, measured_torque: 0.004473
joint id: 7, measured_angle: -0.108188, target_angle: 0.064640, newest_measurement_index: 11376, sent_torque: 0.324000, measured_torque: 0.001706
joint id: 8, measured_angle: -0.000263, target_angle: -0.174033, newest_measurement_index: 11376, sent_torque: -0.324000, measured_torque: 0.009291
joint id: 0, measured_angle: -0.002355, target_angle: 0.171610, newest_measurement_index: 11353, sent_torque: 0.324000, measured_torque: 0.003513
joint id: 1, measured_angle: -0.116750, target_angle: 0.057145, newest_measurement_index: 11502, sent_torque: 0.324000, measured_torque: 0.003319
joint id: 2, measured_angle: -0.002495, target_angle: -0.176251, newest_measurement_index: 11502, sent_torque: -0.324000, measured_torque: -0.010497
joint id: 3, measured_angle: 0.135577, target_angle: 0.184896, newest_measurement_index: 11768, sent_torque: 0.144899, measured_torque: 0.137116
joint id: 4, measured_angle: 0.104524, target_angle: 0.171924, newest_measurement_index: 11819, sent_torque: 0.197148, measured_torque: 0.194200
joint id: 5, measured_angle: -0.137638, target_angle: -0.175553, newest_measurement_index: 11819, sent_torque: -0.099229, measured_torque: -0.101996
joint id: 6, measured_angle: -0.000856, target_angle: 0.172900, newest_measurement_index: 11326, sent_torque: 0.324000, measured_torque: 0.000920
joint id: 7, measured_angle: -0.108188, target_angle: 0.064940, newest_measurement_index: 11377, sent_torque: 0.324000, measured_torque: 0.004407
joint id: 8, measured_angle: -0.000263, target_angle: -0.174333, newest_measurement_index: 11377, sent_torque: -0.324000, measured_torque: -0.006756
joint id: 0, measured_angle: -0.002355, target_angle: 0.171910, newest_measurement_index: 11355, sent_torque: 0.324000, measured_torque: 0.001710
joint id: 1, measured_angle: -0.116750, target_angle: 0.057445, newest_measurement_index: 11502, sent_torque: 0.324000, measured_torque: 0.003319
joint id: 2, measured_angle: -0.002495, target_angle: -0.176551, newest_measurement_index: 11502, sent_torque: -0.324000, measured_torque: -0.010497
joint id: 3, measured_angle: 0.135856, target_angle: 0.185196, newest_measurement_index: 11769, sent_torque: 0.144759, measured_torque: 0.139481
joint id: 4, measured_angle: 0.104872, target_angle: 0.172224, newest_measurement_index: 11820, sent_torque: 0.197232, measured_torque: 0.193627
joint id: 5, measured_angle: -0.140009, target_angle: -0.175853, newest_measurement_index: 11821, sent_torque: -0.096172, measured_torque: -0.099375
joint id: 6, measured_angle: -0.000856, target_angle: 0.173200, newest_measurement_index: 11327, sent_torque: 0.324000, measured_torque: 0.003326
joint id: 7, measured_angle: -0.108188, target_angle: 0.065240, newest_measurement_index: 11378, sent_torque: 0.324000, measured_torque: 0.000048
joint id: 8, measured_angle: -0.000263, target_angle: -0.174633, newest_measurement_index: 11378, sent_torque: -0.324000, measured_torque: 0.005750
joint id: 0, measured_angle: -0.002355, target_angle: 0.172210, newest_measurement_index: 11357, sent_torque: 0.324000, measured_torque: 0.001162
joint id: 1, measured_angle: -0.116750, target_angle: 0.057745, newest_measurement_index: 11504, sent_torque: 0.324000, measured_torque: 0.022471
joint id: 2, measured_angle: -0.002495, target_angle: -0.176851, newest_measurement_index: 11504, sent_torque: -0.324000, measured_torque: -0.008749
joint id: 3, measured_angle: 0.136170, target_angle: 0.185496, newest_measurement_index: 11770, sent_torque: 0.143942, measured_torque: 0.148130
joint id: 4, measured_angle: 0.105221, target_angle: 0.172524, newest_measurement_index: 11821, sent_torque: 0.196833, measured_torque: 0.196148
joint id: 5, measured_angle: -0.140009, target_angle: -0.176153, newest_measurement_index: 11821, sent_torque: -0.089382, measured_torque: -0.089252
joint id: 6, measured_angle: -0.000856, target_angle: 0.173500, newest_measurement_index: 11328, sent_torque: 0.324000, measured_torque: 0.003319
joint id: 7, measured_angle: -0.108188, target_angle: 0.065540, newest_measurement_index: 11379, sent_torque: 0.324000, measured_torque: 0.003259
joint id: 8, measured_angle: -0.000263, target_angle: -0.174933, newest_measurement_index: 11379, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.172510, newest_measurement_index: 11357, sent_torque: 0.324000, measured_torque: 0.001162
joint id: 1, measured_angle: -0.116750, target_angle: 0.058045, newest_measurement_index: 11505, sent_torque: 0.324000, measured_torque: 0.003328
joint id: 2, measured_angle: -0.002495, target_angle: -0.177151, newest_measurement_index: 11505, sent_torque: -0.324000, measured_torque: -0.002827
joint id: 3, measured_angle: 0.136554, target_angle: 0.185796, newest_measurement_index: 11771, sent_torque: 0.143380, measured_torque: 0.140408
joint id: 4, measured_angle: 0.105883, target_angle: 0.172824, newest_measurement_index: 11823, sent_torque: 0.196678, measured_torque: 0.198915
joint id: 5, measured_angle: -0.142555, target_angle: -0.176453, newest_measurement_index: 11823, sent_torque: -0.090044, measured_torque: -0.098111
joint id: 6, measured_angle: -0.000856, target_angle: 0.173800, newest_measurement_index: 11329, sent_torque: 0.324000, measured_torque: -0.001503
joint id: 7, measured_angle: -0.108188, target_angle: 0.065840, newest_measurement_index: 11380, sent_torque: 0.324000, measured_torque: 0.004613
joint id: 8, measured_angle: -0.000263, target_angle: -0.175233, newest_measurement_index: 11380, sent_torque: -0.324000, measured_torque: 0.003119
joint id: 0, measured_angle: -0.002355, target_angle: 0.172810, newest_measurement_index: 11358, sent_torque: 0.324000, measured_torque: 0.003765
joint id: 1, measured_angle: -0.116750, target_angle: 0.058345, newest_measurement_index: 11505, sent_torque: 0.324000, measured_torque: 0.003328
joint id: 2, measured_angle: -0.002495, target_angle: -0.177451, newest_measurement_index: 11505, sent_torque: -0.324000, measured_torque: -0.002827
joint id: 3, measured_angle: 0.137007, target_angle: 0.186096, newest_measurement_index: 11772, sent_torque: 0.142346, measured_torque: 0.145174
joint id: 4, measured_angle: 0.106197, target_angle: 0.173124, newest_measurement_index: 11824, sent_torque: 0.195590, measured_torque: 0.193147
joint id: 5, measured_angle: -0.143880, target_angle: -0.176753, newest_measurement_index: 11824, sent_torque: -0.081887, measured_torque: -0.087321
joint id: 6, measured_angle: -0.000856, target_angle: 0.174100, newest_measurement_index: 11330, sent_torque: 0.324000, measured_torque: 0.004504
joint id: 7, measured_angle: -0.108188, target_angle: 0.066140, newest_measurement_index: 11381, sent_torque: 0.324000, measured_torque: 0.003466
joint id: 8, measured_angle: -0.000263, target_angle: -0.175533, newest_measurement_index: 11381, sent_torque: -0.324000, measured_torque: 0.000650
joint id: 0, measured_angle: -0.002355, target_angle: 0.173110, newest_measurement_index: 11358, sent_torque: 0.324000, measured_torque: 0.003765
joint id: 1, measured_angle: -0.116750, target_angle: 0.058645, newest_measurement_index: 11506, sent_torque: 0.324000, measured_torque: 0.006919
joint id: 2, measured_angle: -0.002495, target_angle: -0.177751, newest_measurement_index: 11506, sent_torque: -0.324000, measured_torque: -0.008474
joint id: 3, measured_angle: 0.137495, target_angle: 0.186396, newest_measurement_index: 11773, sent_torque: 0.140160, measured_torque: 0.136964
joint id: 4, measured_angle: 0.106511, target_angle: 0.173424, newest_measurement_index: 11825, sent_torque: 0.196463, measured_torque: 0.203845
joint id: 5, measured_angle: -0.145170, target_angle: -0.177053, newest_measurement_index: 11825, sent_torque: -0.078443, measured_torque: -0.089300
joint id: 6, measured_angle: -0.000891, target_angle: 0.174400, newest_measurement_index: 11331, sent_torque: 0.324000, measured_torque: -0.015893
joint id: 7, measured_angle: -0.108188, target_angle: 0.066440, newest_measurement_index: 11382, sent_torque: 0.324000, measured_torque: 0.005335
joint id: 8, measured_angle: -0.000263, target_angle: -0.175833, newest_measurement_index: 11382, sent_torque: -0.324000, measured_torque: 0.012509
joint id: 0, measured_angle: -0.002355, target_angle: 0.173410, newest_measurement_index: 11360, sent_torque: 0.324000, measured_torque: 0.003011
joint id: 1, measured_angle: -0.116750, target_angle: 0.058945, newest_measurement_index: 11508, sent_torque: 0.324000, measured_torque: 0.006912
joint id: 2, measured_angle: -0.002495, target_angle: -0.178051, newest_measurement_index: 11508, sent_torque: -0.324000, measured_torque: -0.012647
joint id: 3, measured_angle: 0.138053, target_angle: 0.186696, newest_measurement_index: 11774, sent_torque: 0.139202, measured_torque: 0.142019
joint id: 4, measured_angle: 0.106860, target_angle: 0.173724, newest_measurement_index: 11826, sent_torque: 0.196819, measured_torque: 0.190614
joint id: 5, measured_angle: -0.146391, target_angle: -0.177353, newest_measurement_index: 11826, sent_torque: -0.075013, measured_torque: -0.088852
joint id: 6, measured_angle: -0.000891, target_angle: 0.174700, newest_measurement_index: 11332, sent_torque: 0.324000, measured_torque: 0.006903
joint id: 7, measured_angle: -0.108188, target_angle: 0.066740, newest_measurement_index: 11383, sent_torque: 0.324000, measured_torque: 0.001706
joint id: 8, measured_angle: -0.000263, target_angle: -0.176133, newest_measurement_index: 11383, sent_torque: -0.324000, measured_torque: 0.005669
joint id: 0, measured_angle: -0.002355, target_angle: 0.173710, newest_measurement_index: 11361, sent_torque: 0.324000, measured_torque: 0.004016
joint id: 1, measured_angle: -0.116750, target_angle: 0.059245, newest_measurement_index: 11508, sent_torque: 0.324000, measured_torque: 0.006912
joint id: 2, measured_angle: -0.002495, target_angle: -0.178351, newest_measurement_index: 11508, sent_torque: -0.324000, measured_torque: -0.012647
joint id: 3, measured_angle: 0.138646, target_angle: 0.186996, newest_measurement_index: 11775, sent_torque: 0.137898, measured_torque: 0.137266
joint id: 4, measured_angle: 0.107174, target_angle: 0.174024, newest_measurement_index: 11827, sent_torque: 0.196153, measured_torque: 0.196626
joint id: 5, measured_angle: -0.147506, target_angle: -0.177653, newest_measurement_index: 11827, sent_torque: -0.072818, measured_torque: -0.081841
joint id: 6, measured_angle: -0.000891, target_angle: 0.175000, newest_measurement_index: 11332, sent_torque: 0.324000, measured_torque: 0.006903
joint id: 7, measured_angle: -0.108188, target_angle: 0.067040, newest_measurement_index: 11384, sent_torque: 0.324000, measured_torque: 0.002847
joint id: 8, measured_angle: -0.000263, target_angle: -0.176433, newest_measurement_index: 11384, sent_torque: -0.324000, measured_torque: 0.004192
joint id: 0, measured_angle: -0.002355, target_angle: 0.174010, newest_measurement_index: 11361, sent_torque: 0.324000, measured_torque: 0.004016
joint id: 1, measured_angle: -0.116750, target_angle: 0.059545, newest_measurement_index: 11509, sent_torque: 0.324000, measured_torque: 0.005720
joint id: 2, measured_angle: -0.002495, target_angle: -0.178651, newest_measurement_index: 11509, sent_torque: -0.324000, measured_torque: -0.011842
joint id: 3, measured_angle: 0.139274, target_angle: 0.187296, newest_measurement_index: 11776, sent_torque: 0.135911, measured_torque: 0.132736
joint id: 4, measured_angle: 0.107522, target_angle: 0.174324, newest_measurement_index: 11828, sent_torque: 0.195383, measured_torque: 0.198855
joint id: 5, measured_angle: -0.148518, target_angle: -0.177953, newest_measurement_index: 11828, sent_torque: -0.071370, measured_torque: -0.075567
joint id: 6, measured_angle: -0.000891, target_angle: 0.175300, newest_measurement_index: 11334, sent_torque: 0.324000, measured_torque: -0.002657
joint id: 7, measured_angle: -0.108188, target_angle: 0.067340, newest_measurement_index: 11385, sent_torque: 0.324000, measured_torque: 0.002950
joint id: 8, measured_angle: -0.000263, target_angle: -0.176733, newest_measurement_index: 11385, sent_torque: -0.324000, measured_torque: 0.006823
joint id: 0, measured_angle: -0.002355, target_angle: 0.174310, newest_measurement_index: 11362, sent_torque: 0.324000, measured_torque: 0.013425
joint id: 1, measured_angle: -0.116750, target_angle: 0.059845, newest_measurement_index: 11509, sent_torque: 0.324000, measured_torque: 0.005720
joint id: 2, measured_angle: -0.002495, target_angle: -0.178951, newest_measurement_index: 11509, sent_torque: -0.324000, measured_torque: -0.011842
joint id: 3, measured_angle: 0.139936, target_angle: 0.187596, newest_measurement_index: 11777, sent_torque: 0.134686, measured_torque: 0.143462
joint id: 4, measured_angle: 0.107906, target_angle: 0.174624, newest_measurement_index: 11829, sent_torque: 0.195957, measured_torque: 0.200781
joint id: 5, measured_angle: -0.149424, target_angle: -0.178253, newest_measurement_index: 11829, sent_torque: -0.071460, measured_torque: -0.078713
joint id: 6, measured_angle: -0.000891, target_angle: 0.175600, newest_measurement_index: 11335, sent_torque: 0.324000, measured_torque: 0.003273
joint id: 7, measured_angle: -0.108188, target_angle: 0.067640, newest_measurement_index: 11386, sent_torque: 0.324000, measured_torque: -0.001821
joint id: 8, measured_angle: -0.000263, target_angle: -0.177033, newest_measurement_index: 11386, sent_torque: -0.324000, measured_torque: 0.004031
joint id: 0, measured_angle: -0.002355, target_angle: 0.174610, newest_measurement_index: 11363, sent_torque: 0.324000, measured_torque: 0.001961
joint id: 1, measured_angle: -0.116750, target_angle: 0.060145, newest_measurement_index: 11510, sent_torque: 0.324000, measured_torque: 0.003336
joint id: 2, measured_angle: -0.002495, target_angle: -0.179251, newest_measurement_index: 11510, sent_torque: -0.324000, measured_torque: -0.012245
joint id: 3, measured_angle: 0.140599, target_angle: 0.187896, newest_measurement_index: 11778, sent_torque: 0.132675, measured_torque: 0.129035
joint id: 4, measured_angle: 0.108255, target_angle: 0.174924, newest_measurement_index: 11830, sent_torque: 0.195211, measured_torque: 0.194665
joint id: 5, measured_angle: -0.150226, target_angle: -0.178553, newest_measurement_index: 11830, sent_torque: -0.071300, measured_torque: -0.083922
joint id: 6, measured_angle: -0.000891, target_angle: 0.175900, newest_measurement_index: 11336, sent_torque: 0.324000, measured_torque: 0.008065
joint id: 7, measured_angle: -0.108188, target_angle: 0.067940, newest_measurement_index: 11387, sent_torque: 0.324000, measured_torque: -0.001511
joint id: 8, measured_angle: -0.000263, target_angle: -0.177333, newest_measurement_index: 11387, sent_torque: -0.324000, measured_torque: 0.006822
joint id: 0, measured_angle: -0.002355, target_angle: 0.174910, newest_measurement_index: 11363, sent_torque: 0.324000, measured_torque: 0.001961
joint id: 1, measured_angle: -0.116750, target_angle: 0.060445, newest_measurement_index: 11511, sent_torque: 0.324000, measured_torque: -0.013421
joint id: 2, measured_angle: -0.002495, target_angle: -0.179551, newest_measurement_index: 11511, sent_torque: -0.324000, measured_torque: -0.006058
joint id: 3, measured_angle: 0.141261, target_angle: 0.188196, newest_measurement_index: 11779, sent_torque: 0.131783, measured_torque: 0.131674
joint id: 4, measured_angle: 0.108603, target_angle: 0.175224, newest_measurement_index: 11831, sent_torque: 0.194548, measured_torque: 0.206233
joint id: 5, measured_angle: -0.150959, target_angle: -0.178853, newest_measurement_index: 11831, sent_torque: -0.072438, measured_torque: -0.062092
joint id: 6, measured_angle: -0.000891, target_angle: 0.176200, newest_measurement_index: 11337, sent_torque: 0.324000, measured_torque: 0.012872
joint id: 7, measured_angle: -0.108188, target_angle: 0.068240, newest_measurement_index: 11388, sent_torque: 0.324000, measured_torque: 0.000358
joint id: 8, measured_angle: -0.000263, target_angle: -0.177633, newest_measurement_index: 11388, sent_torque: -0.324000, measured_torque: 0.001885
joint id: 0, measured_angle: -0.002355, target_angle: 0.175210, newest_measurement_index: 11365, sent_torque: 0.324000, measured_torque: -0.000642
joint id: 1, measured_angle: -0.116750, target_angle: 0.060745, newest_measurement_index: 11511, sent_torque: 0.324000, measured_torque: -0.013421
joint id: 2, measured_angle: -0.002495, target_angle: -0.179851, newest_measurement_index: 11511, sent_torque: -0.324000, measured_torque: -0.006058
joint id: 3, measured_angle: 0.141819, target_angle: 0.188496, newest_measurement_index: 11780, sent_torque: 0.131135, measured_torque: 0.139412
joint id: 4, measured_angle: 0.108917, target_angle: 0.175524, newest_measurement_index: 11832, sent_torque: 0.194622, measured_torque: 0.192995
joint id: 5, measured_angle: -0.151621, target_angle: -0.179153, newest_measurement_index: 11832, sent_torque: -0.072117, measured_torque: -0.081301
joint id: 6, measured_angle: -0.000891, target_angle: 0.176500, newest_measurement_index: 11338, sent_torque: 0.324000, measured_torque: 0.000934
joint id: 7, measured_angle: -0.108188, target_angle: 0.068540, newest_measurement_index: 11389, sent_torque: 0.324000, measured_torque: 0.000461
joint id: 8, measured_angle: -0.000263, target_angle: -0.177933, newest_measurement_index: 11389, sent_torque: -0.324000, measured_torque: 0.006741
joint id: 0, measured_angle: -0.002355, target_angle: 0.175510, newest_measurement_index: 11366, sent_torque: 0.324000, measured_torque: 0.002463
joint id: 1, measured_angle: -0.116750, target_angle: 0.061045, newest_measurement_index: 11512, sent_torque: 0.324000, measured_torque: -0.001449
joint id: 2, measured_angle: -0.002495, target_angle: -0.180151, newest_measurement_index: 11512, sent_torque: -0.324000, measured_torque: -0.009819
joint id: 3, measured_angle: 0.142238, target_angle: 0.188796, newest_measurement_index: 11781, sent_torque: 0.132116, measured_torque: 0.136109
joint id: 4, measured_angle: 0.109231, target_angle: 0.175824, newest_measurement_index: 11833, sent_torque: 0.195869, measured_torque: 0.187817
joint id: 5, measured_angle: -0.152249, target_angle: -0.179453, newest_measurement_index: 11833, sent_torque: -0.072489, measured_torque: -0.074264
joint id: 6, measured_angle: -0.000891, target_angle: 0.176800, newest_measurement_index: 11339, sent_torque: 0.324000, measured_torque: 0.003281
joint id: 7, measured_angle: -0.108188, target_angle: 0.068840, newest_measurement_index: 11390, sent_torque: 0.324000, measured_torque: 0.004510
joint id: 8, measured_angle: -0.000263, target_angle: -0.178233, newest_measurement_index: 11390, sent_torque: -0.324000, measured_torque: 0.004515
joint id: 0, measured_angle: -0.002355, target_angle: 0.175810, newest_measurement_index: 11366, sent_torque: 0.324000, measured_torque: 0.002463
joint id: 1, measured_angle: -0.116750, target_angle: 0.061345, newest_measurement_index: 11513, sent_torque: 0.324000, measured_torque: -0.000263
joint id: 2, measured_angle: -0.002495, target_angle: -0.180451, newest_measurement_index: 11513, sent_torque: -0.324000, measured_torque: -0.009289
joint id: 3, measured_angle: 0.142517, target_angle: 0.189096, newest_measurement_index: 11782, sent_torque: 0.133859, measured_torque: 0.136205
joint id: 4, measured_angle: 0.109510, target_angle: 0.176124, newest_measurement_index: 11834, sent_torque: 0.195506, measured_torque: 0.187437
joint id: 5, measured_angle: -0.152772, target_angle: -0.179753, newest_measurement_index: 11834, sent_torque: -0.072165, measured_torque: -0.079238
joint id: 6, measured_angle: -0.000891, target_angle: 0.177100, newest_measurement_index: 11340, sent_torque: 0.324000, measured_torque: 0.002127
joint id: 7, measured_angle: -0.108188, target_angle: 0.069140, newest_measurement_index: 11391, sent_torque: 0.324000, measured_torque: 0.001602
joint id: 8, measured_angle: -0.000263, target_angle: -0.178533, newest_measurement_index: 11391, sent_torque: -0.324000, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.176110, newest_measurement_index: 11368, sent_torque: 0.324000, measured_torque: 0.000910
joint id: 1, measured_angle: -0.116750, target_angle: 0.061645, newest_measurement_index: 11513, sent_torque: 0.324000, measured_torque: -0.000263
joint id: 2, measured_angle: -0.002495, target_angle: -0.180751, newest_measurement_index: 11514, sent_torque: -0.324000, measured_torque: -0.005253
joint id: 3, measured_angle: 0.142621, target_angle: 0.189396, newest_measurement_index: 11783, sent_torque: 0.135886, measured_torque: 0.145353
joint id: 4, measured_angle: 0.109789, target_angle: 0.176424, newest_measurement_index: 11835, sent_torque: 0.196162, measured_torque: 0.186910
joint id: 5, measured_angle: -0.153155, target_angle: -0.180053, newest_measurement_index: 11835, sent_torque: -0.072760, measured_torque: -0.081439
joint id: 6, measured_angle: -0.000891, target_angle: 0.177400, newest_measurement_index: 11341, sent_torque: 0.324000, measured_torque: -0.002687
